Client,Module,Date,Environment,Feature,Scenario,RepopStatus,Status,RerunStatus,RerunStatusViaUI,ConsolidatedStatus,Exception,RetryException,ExceptionHelp,FirstRunStartTime,FirstRunEndTime,Duration,DealName,DealID,UniqueTag,RequestID,FeatureFilePath,FilePairPath,GeneratedFile,EpicTicket,ScenarioTicket,FXDRCRRowFailure,BASE_FX,BASE_DR,BASE_CR,BASE_ROWS,GEN_FX,GEN_DR,GEN_CR,GEN_ROWS
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg879,-reg887)","For deal REG-887_GMQ and client GoldGregorianMEC repop and Validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:51:48","2023-04-30 23:55:07","198","REG-887_GMQ","567837","@TC368_REG-887_GMQ","100137","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG887.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC20_TysonLeaseMonthlyLevelOfDetail","--","AUTO-992","AUTO-1353","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAOP,"Core","04-30-2023","uat","Schedule Account Balance Trend V2 Report","Verify Schedule Account Balance Trend V2 Report is generated with some data in it","Fail","Failed","NA","NA","Failed","Unable to locate frame using WebElement inside frame Account Activity Trend Report Frame","--","The UI Frame not available. Verify screenshot and rerun the test. If the issue still persists - contact automation team.","2023-04-30 16:42:00","2023-04-30 16:53:31","691","--","--","@TC5400_ScheduleAccountBalanceTrendV2Report","137022","features/Core/SilverGregorianAOP/ScheduleBalanceTrendV2Report.feature","--","--","AUTO-3116","AUTO-5074","N","79073606.000","1636503.635","1636503.635","1786.000","79073606.000","1636503.635","1636503.635","1786.000",
SilverGregorianSOD,"Core","04-30-2023","uat","Portfolio Trial Balance V2 Report","User generates Portfolio Trial Balance V2 Report for deal LA8244-FXRemeasure_HVTC22_Annual_Ar_M and ASC 842 Ledger- qdo1","Pass","Failed","Failed","NA","Failed","Unable to locate frame using WebElement inside frame Account Activity Trend Report Frame","Unable to locate frame using WebElement inside frame Account Activity Trend Report Frame","The UI Frame not available. Verify screenshot and rerun the test. If the issue still persists - contact automation team.","2023-04-30 23:09:47","2023-04-30 23:20:58","670","LA8244-FXRemeasure_HVTC22_Annual_Ar_M","72201","@TC5936_PortfolioTrialBalanceV2-LA8244-FXRemeasure_HVTC22_Annual_Ar_M","79793","features/Core/SilverGregorianSoD/PortfolioTrialBalanceLA8244_V2Report.feature","--","--","AUTO-3116","AUTO-6224","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","GoldGregorianMEC Accounting Regression Tests (REG889, REG890, REG891)","For deal REG-889_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:27:07","2023-04-30 23:30:23","195","REG-889_GMQ","568413","@TC3421_REG-889_GMQ","100091","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG889,REG890,REG891.feature","--","--","AUTO-992","AUTO-2099","Y","12672730.000","524002.602","524002.602","292.000","34218291.000","2100031.566","2100031.566","777.000",
GoldGregorian,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg390-to-reg394)","For deal REG394_G and client Goldgregorian repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 22:52:56","2023-04-30 22:56:10","193","REG394_G","567612","@TC621_REG394_G","137388","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG390,REG392,REG394.feature","--","--","78122","91267","Y","72683788.000","1769197.787","1769197.787","1656.000","49032626.000","1183485.515","1183485.515","1114.000",
SilverGregorian,"Core","04-30-2023","uat","verify-if-user-is-able-to-generate-quantitative-analysis-report-using-functional-currency","For deal QAR - Basic Finance Advance payment and client SilverGregorian repop and validate Quantitative analysis report of Functional currency","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:28:06","2023-05-01 00:31:26","200","QAR - Basic Finance Advance payment","38843","@TC76_QARFunctionalCurrency_Basic_Finance_Adv_PaymentDeal","90732","features/Core/SilverGregorian/ManualScenariosQARRelated/QARFunctionalCurrency.feature","--","--","82952","82211","Y","45604810.000","909463.801","909463.801","1042.000","52485034.000","1164448.113","1164448.113","1194.000",
Gold445MEC,"Core","04-30-2023","uat","gold445mec-accounting-regression-tests-(reg700,-reg703,-reg708)","For deal REG-703_4MQ and client Gold445MEC repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Difference in total number of Rows from baseline :  Expected [798] found [465] on sheet: Ledger Entries","Mismatch observed in generated file when compared to basefile.Please verify the output by comparing the Generated file to the Basefile.","2023-04-30 23:57:57","2023-04-30 23:59:17","79","REG-703_4MQ","50493","@TC3234_REG-703_4MQ","43004","features/Core/Gold445MEC/REGScenarios/Gold445MEC_REG700,REG703,REG708.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/Gold445MEC/@TC3234_REG-703_4MQ/","TC3234_rerun_LedgerExport-G445MAuto15-43004.xlsx","AUTO-992","AUTO-1947","Y","35067741.000","1199062.968","1199062.968","797.000","20418674.000","435550.886","435550.886","464.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Deal Analysis Reports All Tabs (Analysis, Overview, Related Exps, Amortization Schedule PaymentFiscal)","For deal CaseAC-554-Mantech-20R2-Regression, client SilverGregorianAOP, Ledger ASC 840 Ledger- qdo1 and InflectionEvent 01-May-2020 (Remeasurement due to recurring payment adjustment) repop and validate Deal Analysis Report","Pass","Failed","NA","NA","Failed","Cell B20 differs from baseline:  Expected [0.090] but found [0.076] on sheet: Overview","Rerun did not happen due to Base File failure scenario","Mismatch observed in generated file when compared to basefile.Please verify by comparing the files and locating where we have highlighted the changes.  If parameters are needed please check the parameters tab of the generated file, or you can also check the HTML Report.","2023-04-30 18:59:30","2023-04-30 19:18:34","1143","CaseAC-554-Mantech-20R2-Regression","49782","@TC4499_DAR-CaseAC-554-Mantech-20R2-Regression-ASC840qdo1-Remeasurement","99880","features/Core/SilverGregorianAOP/DAR/CaseAC-554-Mantech-20R2-Regression-ASC840qdo1.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/@TC4499_DAR-CaseAC-554-Mantech-20R2-Regression-ASC840qdo1-Remeasurement/","TC4499_DealAnalysisReport-SGAOPAuto255-79558.xlsx","AUTO-1061","AUTO-3656","N","23479050.000","6751348.632","6751348.632","538.000","23479050.000","6751348.632","6751348.632","538.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Multiple impairments produce incorrect depreciation after the second impairment","For deal CaseAC364-IFRS16tr-Arr and client SilverGregorianAOP repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 17:22:54","2023-04-30 17:27:51","297","CaseAC364-IFRS16tr-Arr","47771","@TC3944_CaseAC364-IFRS16tr-Arr","79299","features/Core/SilverGregorianAOP/CaseAC364-IFRS16tr-Arr.feature","--","--","AUTO-1061","AUTO-2499","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg943,-reg944,-reg948)","For deal REG-943_GMQ and client GoldGregorianMEC repop and Validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:17:13","2023-04-30 23:20:29","195","REG-943_GMQ","567917","@TC974_REG-943_GMQ","100071","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG943,REG944,REG948.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC912_SGPIW_Import_TwoDeals","--","AUTO-992","AUTO-1478","N","16509368.000","39141.127","39141.127","400.000","16509368.000","39141.129","39141.129","400.000",
SilverGregorian,"Core","04-30-2023","uat","Logi Report  - Scripted Reports","Verify Schedule Trail Balance analysis grid output matches same in V1 and V2","Fail","Failed","NA","NA","Failed","Unable to locate frame using WebElement inside frame Schedule Trial Balance V2 Report Frame","--","The UI Frame not available. Verify screenshot and rerun the test. If the issue still persists - contact automation team.","2023-04-30 18:58:25","2023-04-30 19:10:07","702","--","--","@TC5746_ScheduleTrailBalanceanalysisV1V2ReportComparision","137274","features/Core/SilverGregorian/ScheduleTrailbalanceV2V1reportscomparison.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC3839_ImportPaymentAdjustments_OneTime_QuarterlyDeal","--","AUTO-3116","AUTO-5481","Y","15835924.000","302087.226","302087.226","364.000","18666386.000","968137.870","968137.870","428.000",
Gold445,"Core","04-30-2023","uat","gold445-accounting-regression-tests-(reg020-to-reg022)","For deal REG020_4 and client Gold445 repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:15:31","2023-05-01 00:18:49","197","REG020_4","50124","@TC144_REG020_4","67864","features/Core/Gold445/REGScenarios/Gold445_REG020,REG021,REG022.feature","--","--","78122","83620","Y","48441990.000","905512.418","905512.418","1106.000","52499526.000","1039593.510","1039593.510","1198.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Deal Analysis Reports All Tabs ( Analysis, Overview, Related Exps)","For deal CaseAC-571-HVTC1-NoSPmt-RCHP-JC2-Arr-M001, client SilverGregorianAOP and Ledger ASC 840 Ledger- qdo1 repop and validate Deal Analysis Report","Pass","Failed","Failed","NA","Failed","null","null","Observed Null pointer Exception during Execution.Verify the Automation script.For aasistance, Please Contact Automation Team.","2023-04-30 22:24:04","2023-04-30 22:27:40","215","CaseAC-571-HVTC1-NoSPmt-RCHP-JC2-Arr-M001","50457","@TC4454_DAR-CaseAC-571-HVTC1-NoSPmt-RCHP-JC2-Arr-M001","--","features/Core/SilverGregorianAOP/DAR/DAR-CaseAC-571-HVTC1-NoSPmt-RCHP-JC2-Arr-M001-ASC840.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC4316_NegativeImportDisbursementInvalidPONumberAPI","--","AUTO-1061","AUTO-3647","N","15593436.000","386523.704","386523.704","358.000","15593436.000","386523.704","386523.704","358.000",
SilverGregorian,"Core","04-30-2023","uat","Deal History","Verify Enter Schedule details option removed from the Deal History event type dropdown","Fail","Failed","Failed","NA","Failed","Timed out after 5 seconds. Unable to locate the element","Timed out after 5 seconds. Unable to locate the element","timed out after 5 seconds. unable to locate the element","2023-04-30 23:48:43","2023-04-30 23:49:34","50","--","--","@TC5844_VerifyEnterScheduleDetails","79938","features/Core/SilverGregorian/VerifyEnterScheduleDetails.feature","--","--","AUTO-3116","AUTO-5753","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","GoldGregorianMEC Accounting Regression Tests (REG782,REG783)","For deal REG-783_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 16:32:26","2023-04-30 16:36:48","262","REG-783_GMQ","568263","@TC3417_REG-783_GMQ","99586","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG782,REG783,REG784.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC698_GoldPaymentAdjReport_Op","--","AUTO-992","AUTO-2088","Y","16345916.000","193209.677","193209.677","396.000","29400772.000","915828.890","915828.890","721.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Deal for RC Buyout with step payment in combination with payment adjustment CRR","For deal LA6720_PROG_ER_PA CRR_LT24-DT84_PO5K-PA3K_A_S_19 and client SilverGregorianAOP repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 15:59:53","2023-04-30 16:03:06","192","LA6720_PROG_ER_PA CRR_LT24-DT84_PO5K-PA3K_A_S_19","59251","@TC4668_LA6720_PROG_ER_PA_CRR_LT24-DT84_PO5K-PA3K_A_S_19","79093","features/Core/SilverGregorianAOP/LA6720_PROG_ER_PA CRR_LT24-DT84_PO5K-PA3K_A_S_19-RCBuyout.feature","--","--","AUTO-1061","AUTO-4031","NA","NA","NA","NA","NA","NA","NA","NA","NA",
